tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m
7898,1789597234092000,-0.047119141,-0.599006295,-0.785812378,0.033355892,1,30.809585571,0.979166985,63.393753052,0,134.200000000,0.000000000,0.000000000
7899,1789597234111000,-0.046104431,-0.599006712,-0.819152832,0.033355892,1,30.778713226,0.978438854,63.665046692,0,134.216666667,0.000000000,0.000000000
7900,1789597234129000,-0.045085907,-0.599006534,-0.852485657,0.033348382,1,30.747709274,0.977788091,63.936805725,0,134.233333333,0.000000000,0.000000000
7901,1789597234142000,-0.044075012,-0.599006534,-0.885833740,0.033363402,1,30.716575623,0.977218568,64.209030151,0,134.250000000,0.000000000,0.000000000
7902,1789597234159000,-0.043056488,-0.599006653,-0.919166565,0.033348382,1,30.685310364,0.976732254,64.481719971,0,134.266666667,0.000000000,0.000000000
7903,1789597234178000,-0.042045593,-0.599006474,-0.952507019,0.033355776,1,30.653915405,0.976328492,64.754859924,0,134.283333333,0.000000000,0.000000000
7904,1789597234195000,-0.041023254,-0.599006414,-0.985843658,0.033352312,1,30.622390747,0.976005316,65.028465271,0,134.300000000,0.000000000,0.000000000
7905,1789597234208000,-0.040012360,-0.599006414,-1.019191742,0.033363402,1,30.590734482,0.975758910,65.302520752,0,134.316666667,0.000000000,0.000000000
7906,1789597234226000,-0.039630890,-0.599006355,-1.052551270,0.033361707,1,30.551929474,0.975592732,65.574050903,0,134.333333333,0.000000000,0.000000000
7907,1789597234244000,-0.039695740,-0.599002123,-1.085941315,0.033390108,1,30.507036209,0.975477993,65.843505859,0,134.350000000,0.000000000,0.000000000
7908,1789597234262000,-0.040081024,-0.598989189,-1.119365692,0.033426601,1,30.456865311,0.975379825,66.111213684,0,134.366666667,0.000000000,0.000000000
7909,1789597234274000,-0.040672302,-0.598963797,-1.152839661,0.033479199,1,30.402044296,0.975264311,66.377410889,0,134.383333333,0.000000000,0.000000000
7910,1789597234292000,-0.041385651,-0.598922729,-1.186355591,0.033523545,1,30.343053818,0.975101948,66.642265320,0,134.400000000,0.000000000,0.000000000
7911,1789597234311000,-0.042160034,-0.598865509,-1.219886780,0.033540178,1,30.280263901,0.974869013,66.905914307,0,134.416666667,0.000000000,0.000000000
7912,1789597234328000,-0.042942047,-0.598792076,-1.253421783,0.033544201,1,30.213966370,0.974548280,67.168449402,0,134.433333333,0.000000000,0.000000000
7913,1789597234340000,-0.043689728,-0.598705113,-1.286994934,0.033581588,1,30.144388199,0.974129021,67.429924011,0,134.450000000,0.000000000,0.000000000
7914,1789597234359000,-0.044372559,-0.598607183,-1.320575714,0.033587866,1,30.071706772,0.973606467,67.690391541,0,134.466666667,0.000000000,0.000000000
7915,1789597234377000,-0.044967651,-0.598501086,-1.354133606,0.033563334,1,29.996063232,0.972981453,67.949882507,0,134.483333333,0.000000000,0.000000000
7916,1789597234396000,-0.045444489,-0.598391533,-1.387706757,0.033576716,1,29.917570114,0.972260118,68.208404541,0,134.500000000,0.000000000,0.000000000
7917,1789597234407000,-0.045795441,-0.598281860,-1.421287537,0.033582792,1,29.836313248,0.971452653,68.465957642,0,134.516666667,0.000000000,0.000000000
7918,1789597234426000,-0.046005249,-0.598176003,-1.454849243,0.033562526,1,29.752367020,0.970572948,68.722557068,0,134.533333333,0.000000000,0.000000000
7919,1789597234444000,-0.046054840,-0.598077774,-1.488403320,0.033554256,1,29.665781021,0.969637752,68.978202820,0,134.550000000,0.000000000,0.000000000
7920,1789597234462000,-0.045951843,-0.597990513,-1.521961212,0.033558164,1,29.576599121,0.968665600,69.232879639,0,134.566666667,0.000000000,0.000000000
7921,1789597234474000,-0.045665741,-0.597915411,-1.555496216,0.033536308,1,29.484855652,0.967676163,69.486587524,0,134.583333333,0.000000000,0.000000000
