tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m
194,1789618912767000,0.223871231,-0.599494696,0.759254456,0.000007864,1,29.999969482,0.977494776,-80.132408142,173,5.766666667,5.716666667,0.149208069
195,1789618912784000,0.223871231,-0.599499166,0.760612488,0.001358040,1,29.999967575,0.977494776,-79.981842041,173,5.766666667,5.733333333,0.150566101
196,1789618912800000,0.223871231,-0.599499106,0.760604858,0.000007630,1,29.999965668,0.977494776,-79.831283569,174,5.800000000,5.750000000,0.150558472
197,1789618912816000,0.223869324,-0.599503517,0.761955261,0.001350411,1,29.999963760,0.977494776,-79.679374695,174,5.800000000,5.766666667,0.151908875
198,1789618912834000,0.223871231,-0.599503577,0.761947632,0.000007864,1,29.999961853,0.977494776,-79.527465820,175,5.833333333,5.783333333,0.151908875
199,1789618912851000,0.223871231,-0.599507928,0.763290405,0.001342781,1,29.999959946,0.977494776,-79.374214172,175,5.833333333,5.800000000,0.153251648
200,1789618912867000,0.223871231,-0.599507928,0.763290405,0.000000000,1,29.999958038,0.977494776,-79.220962524,176,5.866666667,5.816666667,0.153251648
201,1789618912884000,0.223871231,-0.599602520,0.792167664,0.028877413,1,29.999956131,0.977494776,-79.066368103,176,5.866666667,5.833333333,0.154594421
202,1789618912900000,0.223871231,-0.599602461,0.792167664,0.000000060,1,29.999954224,0.977494776,-78.911773682,177,5.900000000,5.850000000,0.154594421
203,1789618912917000,0.223871231,-0.599607229,0.793510437,0.001342782,1,29.999952316,0.977494776,-78.755844116,177,5.900000000,5.866666667,0.155929565
204,1789618912934000,0.223869324,-0.599607289,0.793525696,0.000015378,1,29.999950409,0.977494776,-78.599906921,178,5.933333333,5.883333333,0.155937195
205,1789618912950000,0.223869324,-0.599610746,0.794860840,0.001335148,1,29.999948502,0.977494717,-78.442642212,178,5.933333333,5.900000000,0.157264709
206,1789618912967000,0.223869324,-0.599614382,0.795921326,0.001060492,1,29.999946594,0.977494717,-78.285385132,179,5.966666667,5.916666667,0.157257080
207,1789618912985000,0.215856552,-0.599525809,0.888671875,0.093096063,1,29.999944687,0.977494717,-78.126800537,179,5.966666667,5.933333333,0.158584595
208,1789618913000000,0.209161758,-0.599525571,0.855995178,0.033355460,1,29.999942780,0.977494717,-77.968208313,180,6.000000000,5.950000000,0.158592224
209,1789618913017000,0.202468872,-0.599529982,0.824623108,0.032078054,1,29.999940872,0.977494717,-77.808303833,180,6.000000000,5.966666667,0.159904480
210,1789618913033000,0.201366425,-0.599563420,0.819236755,0.005498118,1,29.999938965,0.977494717,-77.648391724,181,6.033333333,5.983333333,0.159912109
211,1789618913050000,0.199968338,-0.599547088,0.813720703,0.005690496,1,29.999937057,0.977494717,-77.487167358,181,6.033333333,6.000000000,0.161224365
212,1789618913067000,0.199970245,-0.599918962,0.813728333,0.000371957,1,29.999935150,0.977494717,-77.325942993,182,6.066666667,6.016666667,0.161224365
213,1789618913084000,0.199970245,-0.599929512,0.815040588,0.001312298,1,29.999933243,0.977494717,-77.163406372,182,6.066666667,6.033333333,0.162536621
214,1789618913100000,0.199970245,-0.599925518,0.815048218,0.000008611,1,29.999931335,0.977494717,-77.000862122,183,6.100000000,6.050000000,0.162544250
215,1789618913118000,0.199970245,-0.599929690,0.816345215,0.001297004,1,29.999929428,0.977494717,-76.837013245,183,6.100000000,6.066666667,0.163848877
216,1789618913134000,0.199968338,-0.599925578,0.816345215,0.000004533,1,29.999927521,0.977494717,-76.673164368,184,6.133333333,6.083333333,0.163848877
217,1789618913152000,0.199970245,-0.599929690,0.817649841,0.001304634,1,29.999925613,0.977494717,-76.508010864,184,6.133333333,6.100000000,0.165153503
218,1789618913167000,0.199970245,-0.599925637,0.817649841,0.000004053,1,29.999923706,0.977494717,-76.342857361,185,6.166666667,6.116666667,0.165153503
