tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
89,0.0000,-0.5992,-1.3618,1.9275,0.0667,1,0.0000
90,0.0000,-0.5992,-1.4269,1.9926,0.0651,1,0.0000
91,0.0000,-0.5992,-1.4936,2.0593,0.0667,1,0.0000
92,0.0000,-0.5992,-1.5587,2.1244,0.0651,1,0.0000
93,0.0000,-0.5992,-1.6254,2.1911,0.0667,1,0.0000
94,0.0000,-0.5992,-1.6905,2.2562,0.0651,1,0.0000
95,0.0000,-0.5992,-1.7572,2.3229,0.0667,1,0.0000
96,0.0000,-0.5993,-1.8223,2.3880,0.0651,1,0.0000
97,0.0000,-0.5993,-1.8890,2.4547,0.0667,1,0.0000
98,0.0000,-0.5993,-1.9541,2.5198,0.0651,1,0.0000
99,0.0000,-0.5993,-2.0208,2.5865,0.0667,1,0.0000
100,0.0000,-0.5993,-2.0859,2.6516,0.0651,1,0.0000
101,0.0000,-0.5993,-2.1526,2.7183,0.0667,1,0.0000
102,0.0000,-0.5993,-2.2177,2.7834,0.0651,1,0.0000
103,0.0000,-0.5993,-2.2844,2.8501,0.0667,1,0.0000
104,0.0000,-0.5993,-2.3495,2.9152,0.0651,1,0.0000
105,0.0000,-0.5993,-2.4162,2.9819,0.0667,1,0.0000
106,0.0000,-0.5993,-2.4813,3.0471,0.0651,1,0.0000
107,0.0000,-0.5993,-2.5480,3.1138,0.0667,1,0.0000
108,0.0000,-0.5993,-2.4798,3.0456,0.0682,1,0.0000
109,0.0000,-0.5993,-2.4132,2.9789,0.0666,1,0.0000
110,0.0000,-0.5993,-2.3450,2.9107,0.0682,1,0.0000
111,0.0000,-0.5993,-2.2784,2.8441,0.0666,1,0.0000
112,0.0000,-0.5993,-2.2102,2.7759,0.0682,1,0.0000
113,0.0000,-0.5993,-2.1436,2.7093,0.0666,1,0.0000
114,0.0000,-0.5993,-2.0754,2.6411,0.0682,1,0.0000
115,0.0000,-0.5993,-2.0088,2.5745,0.0666,1,0.0000
116,0.0000,-0.5993,-1.9406,2.5063,0.0682,1,0.0000
117,0.0000,-0.5993,-1.8739,2.4397,0.0666,1,0.0000
118,0.0000,-0.5993,-1.8058,2.3715,0.0682,1,0.0000
119,0.0000,-0.5993,-1.7391,2.3049,0.0666,1,0.0000
120,0.0000,-0.5993,-1.6710,2.2367,0.0682,1,0.0000
121,0.0000,-0.5993,-1.6043,2.1701,0.0666,1,0.0000
122,0.0000,-0.5993,-1.5362,2.1019,0.0682,1,0.0000
123,0.0000,-0.5993,-1.4695,2.0353,0.0666,1,0.0000
124,0.0000,-0.5994,-1.4014,1.9671,0.0681,1,0.0000
125,0.0000,-0.5994,-1.3348,1.9005,0.0666,1,0.0000
126,0.0000,-0.5994,-1.2666,1.8323,0.0681,1,0.0000
127,0.0000,-0.5994,-1.2000,1.7657,0.0666,1,0.0000
128,0.0000,-0.5994,-1.1318,1.6976,0.0681,1,0.0000
129,0.0000,-0.5994,-1.0652,1.6309,0.0666,1,0.0000
130,0.0000,-0.5994,-0.9971,1.5628,0.0681,1,0.0000
131,0.0000,-0.5994,-0.9304,1.4961,0.0666,1,0.0000
132,0.0000,-0.5994,-0.8623,1.4280,0.0681,1,0.0000
133,0.0000,-0.5994,-0.7957,1.3614,0.0666,1,0.0000
134,0.0000,-0.5994,-0.7275,1.2933,0.0681,1,0.0000
135,0.0000,-0.5994,-0.6609,1.2266,0.0666,1,0.0000
136,0.0000,-0.5994,-0.5928,1.1585,0.0681,1,0.0000
137,0.0000,-0.5994,-0.5261,1.0919,0.0666,1,0.0000
138,0.0000,-0.5994,-0.4580,1.0237,0.0681,1,0.0000
139,0.0000,-0.5994,-0.3914,0.9571,0.0666,1,0.0000
140,0.0000,-0.5994,-0.3233,0.8890,0.0681,1,0.0000
141,0.0000,-0.5994,-0.2566,0.8224,0.0666,1,0.0000
142,0.0000,-0.5994,-0.1885,0.7542,0.0681,1,0.0000
143,0.0000,-0.5994,-0.1219,0.6876,0.0666,1,0.0000
144,0.0000,-0.5994,-0.0538,0.6195,0.0681,1,0.0000
145,0.0000,-0.5994,0.0128,0.5529,0.0666,1,0.0000
