tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
924,-0.1663,-0.5794,0.7032,0.2179,0.0662,1,0.0000
925,-0.1664,-0.5776,0.7699,0.2657,0.0668,1,0.0000
926,-0.1663,-0.5822,0.8371,0.3203,0.0674,1,0.0000
927,-0.1663,-0.5792,0.9038,0.3789,0.0667,1,0.0000
928,-0.1662,-0.5842,0.9709,0.4400,0.0674,1,0.0000
929,-0.1662,-0.5832,1.0375,0.5022,0.0666,1,0.0000
930,-0.1660,-0.5877,1.1046,0.5658,0.0673,1,0.0000
931,-0.1661,-0.5879,1.1714,0.6299,0.0667,1,0.0000
932,-0.1659,-0.5915,1.2384,0.6947,0.0672,1,0.0000
933,-0.1659,-0.5916,1.3051,0.7597,0.0667,1,0.0000
934,-0.1657,-0.5958,1.3724,0.8254,0.0674,1,0.0000
935,-0.1658,-0.5959,1.4391,0.8908,0.0667,1,0.0000
936,-0.1656,-0.5990,1.5063,0.9569,0.0673,1,0.0000
937,-0.1656,-0.5992,1.5730,1.0227,0.0667,1,0.0000
938,-0.1655,-0.6013,1.6403,1.0891,0.0673,1,0.0013
939,-0.1655,-0.6016,1.7070,1.1551,0.0667,1,0.0016
940,-0.1654,-0.6013,1.7740,1.2214,0.0670,1,0.0013
941,-0.1654,-0.6029,1.8409,1.2878,0.0669,1,0.0029
942,-0.1652,-0.6019,1.9080,1.3543,0.0671,1,0.0019
943,-0.1653,-0.6026,1.9747,1.4205,0.0667,1,0.0026
944,-0.1651,-0.6026,2.0420,1.4874,0.0673,1,0.0026
945,-0.1652,-0.6033,2.1088,1.5538,0.0668,1,0.0033
946,-0.1651,-0.6015,2.1759,1.6205,0.0671,1,0.0015
947,-0.1651,-0.6023,2.2426,1.6869,0.0668,1,0.0023
948,-0.1650,-0.6004,2.3097,1.7537,0.0671,1,0.0004
949,-0.1650,-0.6013,2.3765,1.8202,0.0668,1,0.0013
950,-0.1649,-0.5993,2.4436,1.8870,0.0671,1,0.0000
951,-0.1649,-0.6003,2.5104,1.9536,0.0668,1,0.0003
952,-0.1647,-0.5988,2.4466,1.8900,0.0638,1,0.0000
953,-0.1647,-0.5988,2.3823,1.8259,0.0643,1,0.0000
954,-0.1645,-0.5981,2.3185,1.7624,0.0638,1,0.0000
955,-0.1645,-0.5983,2.2541,1.6983,0.0644,1,0.0000
956,-0.1643,-0.5976,2.1903,1.6347,0.0639,1,0.0000
957,-0.1643,-0.5979,2.1258,1.5706,0.0645,1,0.0000
958,-0.1641,-0.5972,2.0618,1.5070,0.0640,1,0.0000
959,-0.1641,-0.5977,1.9972,1.4427,0.0646,1,0.0000
960,-0.1639,-0.5970,1.9331,1.3791,0.0641,1,0.0000
961,-0.1639,-0.5976,1.8683,1.3148,0.0648,1,0.0000
962,-0.1637,-0.5970,1.8042,1.2511,0.0642,1,0.0000
963,-0.1637,-0.5978,1.7392,1.1867,0.0650,1,0.0000
964,-0.1635,-0.5974,1.6748,1.1230,0.0643,1,0.0000
965,-0.1635,-0.5982,1.6096,1.0584,0.0653,1,0.0000
966,-0.1634,-0.5982,1.5451,0.9948,0.0645,1,0.0000
967,-0.1633,-0.5990,1.4796,0.9302,0.0655,1,0.0000
968,-0.1632,-0.5994,1.4149,0.8666,0.0647,1,0.0000
969,-0.1632,-0.6001,1.3492,0.8022,0.0657,1,0.0001
970,-0.1631,-0.6007,1.2844,0.7387,0.0649,1,0.0007
971,-0.1630,-0.6014,1.2185,0.6746,0.0659,1,0.0014
972,-0.1629,-0.6010,1.1533,0.6115,0.0652,1,0.0010
973,-0.1629,-0.6019,1.0872,0.5481,0.0661,1,0.0019
974,-0.1628,-0.6013,1.0218,0.4861,0.0653,1,0.0013
975,-0.1627,-0.6023,0.9556,0.4242,0.0663,1,0.0023
976,-0.1626,-0.6018,0.8902,0.3646,0.0654,1,0.0018
977,-0.1626,-0.6029,0.8237,0.3066,0.0665,1,0.0029
978,-0.1625,-0.6028,0.7583,0.2534,0.0654,1,0.0028
979,-0.1624,-0.6039,0.6916,0.2067,0.0667,1,0.0039
980,-0.1623,-0.6041,0.6261,0.1739,0.0655,1,0.0041
