tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m,inside_hull,cargo_contact,cargo_contact_previous_three,slip_eligible,push_active,cargo_history_complete
17137,1789626304146000,-0.218528748,-0.599006653,-0.826126099,0.033312619,1,-66.251586914,0.977493346,-49.254661560,0,288.150000000,0.000000000,0.000000000,1,0,0,1,0,1
17138,1789626304163000,-0.223487854,-0.599006534,-0.793182373,0.033314887,1,-66.220390320,0.977493346,-49.669197083,0,288.166666667,0.000000000,0.000000000,1,0,0,1,0,1
17139,1789626304180000,-0.223526001,-0.599006593,-0.793182373,0.000038147,1,-66.189140320,0.977493346,-50.083961487,0,288.183333333,0.000000000,0.000000000,1,0,0,1,0,1
17140,1789626304197000,-0.223571777,-0.599006593,-0.793178558,0.000045935,1,-66.157829285,0.977493286,-50.498954773,0,288.200000000,0.000000000,0.000000000,1,0,0,1,0,1
17141,1789626304213000,-0.223609924,-0.599006712,-0.793182373,0.000038337,1,-66.126472473,0.977493286,-50.914173126,0,288.216666667,0.000000000,0.000000000,1,0,0,1,0,1
17142,1789626304230000,-0.223632813,-0.599006653,-0.793174744,0.000024126,1,-66.095062256,0.977493286,-51.329620361,0,288.233333333,0.000000000,0.000000000,1,0,0,1,0,1
17143,1789626304246000,-0.223670959,-0.599006772,-0.793178558,0.000038337,1,-66.063598633,0.977493286,-51.745292664,0,288.250000000,0.000000000,0.000000000,1,0,0,1,0,1
17144,1789626304263000,-0.223709106,-0.599049211,-0.793182373,0.000057191,1,-66.032150269,0.977493525,-52.160202026,0,288.266666667,0.000000000,0.000000000,1,0,0,1,0,1
17145,1789626304280000,-0.223754883,-0.599082470,-0.793178558,0.000056712,1,-66.000640869,0.977493644,-52.575359344,0,288.283333333,0.000000000,0.000000000,1,0,0,1,0,1
17146,1789626304297000,-0.223793030,-0.599107206,-0.793182373,0.000045625,1,-65.969078064,0.977493823,-52.990753174,0,288.300000000,0.000000000,0.000000000,1,0,0,1,0,1
17147,1789626304313000,-0.223815918,-0.599124134,-0.793178558,0.000028722,1,-65.937461853,0.977493882,-53.406383514,0,288.316666667,0.000000000,0.000000000,1,0,0,1,0,1
17148,1789626304330000,-0.223846436,-0.599176705,-0.793186188,0.000061264,1,-65.905853271,0.977494180,-53.821266174,0,288.333333333,0.000000000,0.000000000,1,0,0,1,0,1
17149,1789626304346000,-0.223899841,-0.599214137,-0.793182373,0.000065329,1,-65.874191284,0.977494359,-54.236396790,0,288.350000000,0.000000000,0.000000000,1,0,0,1,0,1
17150,1789626304363000,-0.223937988,-0.599238217,-0.793182373,0.000045112,1,-65.842460632,0.977494538,-54.651775360,0,288.366666667,0.000000000,0.000000000,1,0,0,1,0,1
17151,1789626304380000,-0.215469360,-0.599007010,-0.760974884,0.033303056,1,-65.810676575,0.977494657,-55.067394257,0,288.383333333,0.000000000,0.000000000,1,0,0,1,0,1
17152,1789626304397000,-0.207046509,-0.599007070,-0.728752136,0.033305403,1,-65.778907776,0.977494836,-55.482269287,0,288.400000000,0.000000000,0.000000000,1,0,0,1,0,1
